method,mean_acc,std_acc,mean_feats,std_feats,mean_time
BPSO,0.7236842105263158,0.10804592378345797,1258.0,97.35648778733604,30.094070464372635
DE-FS,0.6973684210526315,0.108045923783458,1001.25,21.664651920978155,29.741654187440872
NetG-PSO,0.7236842105263158,0.11901763601753827,338.9166666666667,244.54464486742157,52.62085590759913
NetG-PSO-noNetwork,0.7828947368421053,0.10689524216626264,384.375,62.28262197435171,28.837457805871964
