method,mean_acc,std_acc,mean_feats,std_feats,mean_time
BPSO,0.7236842105263158,0.11670293592675499,1258.0,105.15702544290609,30.30119162797928
DE-FS,0.6973684210526315,0.11670293592675501,1001.25,23.400498570187192,30.01923429965973
NetG-PSO,0.7543859649122807,0.046717124452557594,176.91666666666666,155.02636628143046,31.08040428161621
NetG-PSO-noNetwork,0.7631578947368421,0.13245323570650436,385.0,40.0915618719617,28.94753921031952
